TrackID,Predictor
199810_208019,0
199810_74139,4.2118
199810_9903,0
199810_242681,0
199810_18515,16.419
199810_105760,32.458
199812_276940,0
199812_142408,80.304
199812_130023,83.357
199812_29189,7.1351
199812_223706,30.591
199812_211361,0
199813_188441,28.246
199813_20968,11.347
199813_21571,64.809
199813_79640,32.458
199813_184173,23.555
199813_111874,11.347
199814_122375,0
199814_189043,54.008
199814_122429,0
199814_52519,0
199814_232332,72.01
199814_262193,54.008
199815_64345,20.399
199815_118841,0
199815_275682,84.516
199815_30062,35.673
199815_258473,62.646
199815_129866,0
199816_274758,0
199816_102153,70.851
199816_183464,0
199816_23616,66.113
199816_81699,70.851
199816_46627,12.765
199817_83722,72.01
199817_200166,72.01
199817_148603,0
199817_88745,0
199817_144775,72.01
199817_222966,0
199818_141875,11.347
199818_290905,0
199818_59789,27.766
199818_283698,7.1351
199818_106788,77.538
199818_235999,64.809
199819_202308,0
199819_36793,20.628
199819_247549,0
199819_214280,0
199819_123424,0
199819_193003,25.323
199820_235240,64.809
199820_292341,0
199820_126082,8.027
199820_142163,21.111
199820_20067,64.809
199820_286335,21.111
199821_231569,7.1351
199821_51933,0
199821_16949,28.246
199821_34642,0
199821_229894,28.246
199821_42811,0
199822_47402,65.553
199822_21317,72.836
199822_185734,0
199822_92685,2.6757
199822_110099,6.7634
199822_33495,31.77
199823_21593,7.1351
199823_132124,73.103
199823_170625,11.873
199823_30365,11.728
199823_143570,14.172
199823_254625,14.172
199824_281826,69.269
199824_253265,2.6757
199824_48891,69.269
199824_33980,20.879
199824_207963,33.35
199824_126528,0
199826_48808,21.111
199826_223958,0
199826_179298,0
199826_5121,0
199826_31975,7.1351
199826_38775,7.1351
199827_92599,0
199827_75369,11.347
199827_184197,69.021
199827_183841,69.021
199827_197936,71.944
199827_138391,4.2118
199830_36027,29.138
199830_29249,29.138
199830_221237,29.138
199830_123579,29.138
199830_19694,33.876
199830_255036,21.111
199838_6143,0
199838_24607,4.2118
199838_95726,4.2118
199838_46697,0
199838_256209,64.809
199838_266780,71.944
199839_7477,0
199839_266143,0
199839_291820,0
199839_196470,0
199839_263222,0
199839_225097,64.809
199844_77700,0
199844_138272,21.111
199844_140229,0
199844_43472,0
199844_118108,0
199844_81165,21.111
199845_189985,0
199845_31440,14.074
199845_169945,59.954
199845_95594,0
199845_238400,62.815
199845_100669,4.2118
199846_273378,0
199846_19705,4.4595
199846_20499,24.446
199846_101984,4.4595
199846_214726,0
199846_61792,0
199847_44444,0
199847_39446,69.664
199847_282901,74.929
199847_63072,0
199847_19595,13.657
199847_127769,80.037
199853_54037,7.1351
199853_89981,72.01
199853_256134,0
199853_213546,4.2118
199853_222196,27.668
199853_161111,76.222
199854_226277,43.37
199854_92910,57.706
199854_214592,35.939
199854_20999,0
199854_154755,0
199854_228397,0
199855_252693,57.444
199855_69487,0
199855_24631,0
199855_50032,57.444
199855_277150,2.6757
199855_4836,76.352
199858_142462,6.2432
199858_255065,3.6853
199858_85596,0
199858_269486,76.934
199858_30595,64.809
199858_37731,49.942
199859_22400,0
199859_105128,76.32
199859_2877,31.483
199859_51667,0
199859_289911,80.037
199859_17,0
199861_192584,8.027
199861_56525,8.027
199861_94381,64.809
199861_249701,8.027
199861_127111,0
199861_77154,64.809
199862_80123,0
199862_108161,8.027
199862_179298,0
199862_280411,0
199862_196729,8.027
199862_225847,24.493
199863_222604,64.809
199863_126413,32.458
199863_144718,64.809
199863_241999,0
199863_184020,69.021
199863_249930,8.2944
199866_142729,0
199866_117929,21.111
199866_252600,64.809
199866_125126,0
199866_46889,11.728
199866_291314,45.388
199868_24085,50.407
199868_80589,0
199868_79604,0
199868_218286,0
199868_122067,0
199868_257899,0
199873_8379,11.347
199873_217580,4.4346
199873_65230,16.419
199873_65855,11.347
199873_241597,25.323
199873_187050,25.323
199876_257097,27.766
199876_277360,76.156
199876_69317,11.347
199876_47894,24.277
199876_102449,76.156
199876_267088,0
199880_266143,0
199880_224615,64.809
199880_154327,0
199880_14107,65.295
199880_22640,0
199880_133341,0
199882_146575,9.9285
199882_192238,1.7838
199882_109824,0
199882_125958,34.399
199882_79309,9.9285
199882_42782,80.929
199884_36155,0
199884_5444,27.766
199884_150640,73.703
199884_155463,76.156
199884_247800,64.809
199884_152366,7.1351
199886_134307,0
199886_255399,0
199886_155743,1.7276
199886_151269,64.809
199886_200432,0
199886_87913,5.2647
199890_114634,18.384
199890_151926,7.1351
199890_190001,7.1351
199890_286440,4.2118
199890_48289,0
199890_141713,11.347
199891_32135,8.027
199891_244657,29.138
199891_117789,0
199891_45103,0
199891_279606,72.836
199891_280110,0
199894_279067,12.977
199894_15811,13.017
199894_250006,14.209
199894_31746,48.982
199894_251949,6.2432
199894_9592,3.6853
199895_195551,64.809
199895_69797,72.836
199895_59891,7.1351
199895_249919,0
199895_229468,75.182
199895_276415,7.1351
199896_175151,28.246
199896_101756,0
199896_222456,60.336
199896_183890,76.644
199896_42748,0
199896_59296,0
199899_30902,28.246
199899_54300,0
199899_46394,0
199899_236744,28.246
199899_40880,0
199899_210352,21.111
199900_219739,0
199900_287949,0
199900_23822,21.111
199900_44210,0
199900_261886,21.111
199900_110099,0
199902_111243,33.876
199902_124466,29.185
199902_263958,77.574
199902_249140,0
199902_298,0
199902_127445,29.185
199907_64481,28.246
199907_61826,28.246
199907_54636,7.1351
199907_52391,0
199907_172050,28.246
199907_78355,7.1351
199911_152843,0
199911_23252,4.2118
199911_170920,54.395
199911_21878,52.753
199911_50179,0
199911_229538,55.098
199912_252021,0
199912_125831,12.255
199912_233293,0.52647
199912_286721,0
199912_87357,0.89189
199912_188926,0
199914_284745,29.138
199914_137479,0
199914_94531,29.138
199914_295555,29.138
199914_262472,0
199914_78278,0
199915_118642,0
199915_252839,0
199915_232361,21.111
199915_11535,73.103
199915_266171,43.698
199915_29554,64.809
199918_251164,64.809
199918_114265,7.1351
199918_103426,7.1351
199918_138333,64.809
199918_150958,0
199918_242417,71.944
199920_237580,64.809
199920_138590,0
199920_77933,71.944
199920_247578,14.172
199920_144100,64.809
199920_106344,23.555
199921_48891,14.074
199921_175928,7.1351
199921_143902,0
199921_95242,21.111
199921_198864,9.4808
199921_76816,0
199924_108161,7.1351
199924_16078,52.523
199924_120535,26.294
199924_54651,0
199924_49904,0
199924_62568,0
199926_142473,0
199926_180224,0
199926_73940,0
199926_44783,30.03
199926_139444,0
199926_41368,30.03
199928_137693,72.01
199928_87125,0
199928_171481,72.01
199928_251278,0
199928_65142,0
199928_215837,72.01
199931_140334,0
199931_90442,8.9189
199931_161183,72.01
199931_242657,0
199931_149874,30.499
199931_122518,0
199932_131954,0
199932_68360,0
199932_119027,21.111
199932_284320,0
199932_104542,0
199932_2924,7.1351
199934_222840,2.6757
199934_18198,11.728
199934_37960,6.2432
199934_250816,39.013
199934_170214,29.63
199934_44222,31.709
199936_32596,55.098
199936_12969,0
199936_216902,0
199936_89110,11.728
199936_71574,64.809
199936_245276,0
199937_20538,0
199937_151964,68.494
199937_171735,21.111
199937_163166,68.494
199937_95326,0
199937_270004,68.494
199939_111062,0
199939_223859,23.456
199939_165847,0
199939_245574,0
199939_171700,0
199939_12922,14.074
199941_135759,72.836
199941_261128,0
199941_220067,0
199941_191060,64.809
199941_45668,29.138
199941_92843,0
199944_67182,0
199944_281157,71.944
199944_18733,71.944
199944_166911,0
199944_181496,71.944
199944_118642,0
199947_107099,0
199947_99698,0
199947_196040,0
199947_52853,15.064
199947_19388,0
199947_163568,75.791
199949_157403,23.456
199949_262177,23.456
199949_187117,0
199949_73710,0
199949_157478,23.456
199949_48583,0
199954_44782,71.944
199954_75676,28.246
199954_144640,0
199954_277674,0
199954_85063,28.246
199954_92599,0
199955_264558,72.836
199955_224104,8.027
199955_267631,0
199955_152820,0
199955_99223,64.809
199955_111277,29.138
199958_248267,0
199958_202112,0
199958_7740,72.836
199958_263828,35.677
199958_37057,0
199958_43391,69.547
199961_72011,28.246
