TrackId,Predictor
199810_208019,228.19510522773112
199810_74139,122.3683115636843
199810_9903,228.19510519975537
199810_242681,228.19510520169928
199810_18515,47.29614100519541
199810_105760,251.84568903615266
199812_276940,228.19510520280528
199812_142408,493.2954122197686
199812_130023,561.9712622909192
199812_29189,86.56548715862299
199812_223706,171.8616045569097
199812_211361,228.19510520237722
199813_188441,146.0188953853564
199813_20968,19.2613064923502
199813_21571,260.2438550163349
199813_79640,251.84568903632965
199813_184173,94.33347704224991
199813_111874,19.2613064923502
199814_122375,228.19510520237722
199814_189043,178.83736164654965
199814_122429,228.19510520237722
199814_52519,228.19510520237722
199814_232332,314.5148505961918
199814_262193,178.83736164654965
199815_64345,95.36374558370875
199815_118841,228.19510520237722
199815_275682,599.1222058707049
199815_30062,305.55160589272214
199815_258473,416.86197780681783
199815_129866,228.19510520237722
199816_274758,228.19510520237722
199816_102153,421.09380940093854
199816_183464,228.19510520237722
199816_23616,302.0386665435939
199816_81699,421.09380940093854
199816_46627,50.19335795419121
199817_83722,314.5148505961918
199817_200166,314.5148505961918
199817_148603,228.19510520237722
199817_88745,228.19510520237722
199817_144775,314.5148505961918
199817_222966,228.19510520237722
199818_141875,19.2613064923502
199818_290905,228.19510520237722
199818_59789,200.1602706932231
199818_283698,86.56548715862299
199818_106788,581.070965622984
199818_235999,260.2438550163349
199819_202308,228.19510520237722
199819_36793,23.450324501300496
199819_247549,228.19510520237722
199819_214280,228.19510520237722
199819_123424,228.19510520237722
199819_193003,110.21607099257548
199820_235240,260.2438550163349
199820_292341,228.19510520237722
199820_126082,68.86178490315379
199820_142163,4.389277341602229
199820_20067,260.2438550163349
199820_286335,4.389277341602229
199821_231569,86.56548715862299
199821_51933,228.19510520237722
199821_16949,146.0188953853564
199821_34642,228.19510520237722
199821_229894,146.0188953853564
199821_42811,228.19510520237722
199822_47402,433.13999163898603
199822_21317,419.57717531555835
199822_185734,228.19510520237722
199822_92685,175.08399843596942
199822_110099,76.7722065685499
199822_33495,229.86434367268384
199823_21593,86.56548715862299
199823_132124,439.02441663987486
199823_170625,32.48965569872192
199823_30365,98.98155934461087
199823_143570,9.037359643963233
199823_254625,9.037359643963233
199824_281826,348.76236629368145
199824_253265,175.08399843596942
199824_48891,348.76236629368145
199824_33980,41.222370275842025
199824_207963,269.5493912917989
199824_126528,228.19510520237722
199826_48808,4.389277341602229
199826_223958,228.19510520237722
199826_179298,228.19510520237722
199826_5121,228.19510520237722
199826_31975,86.56548715862299
199826_38775,86.56548715862299
199827_92599,228.19510520237722
199827_75369,19.2613064923502
199827_184197,366.0706486673084
199827_183841,366.0706486673084
199827_197936,401.87347306008917
199827_138391,122.36831155140398
199830_36027,163.7225976408257
199830_29249,163.7225976408257
199830_221237,163.7225976408257
199830_123579,163.7225976408257
199830_19694,282.77774049817066
199830_255036,4.389277341602229
199838_6143,228.19510520237722
199838_24607,122.36831155140398
199838_95726,122.36831155140398
199838_46697,228.19510520237722
199838_256209,260.2438550163349
199838_266780,401.87347306008917
199839_7477,228.19510520237722
199839_266143,228.19510520237722
199839_291820,228.19510520237722
199839_196470,228.19510520237722
199839_263222,228.19510520237722
199839_225097,260.2438550163349
199844_77700,228.19510520237722
199844_138272,4.389277341602229
199844_140229,228.19510520237722
199844_43472,228.19510520237722
199844_118108,228.19510520237722
199844_81165,4.389277341602229
199845_189985,228.19510520237722
199845_31440,73.1388501730576
199845_169945,231.81556860803119
199845_95594,228.19510520237722
199845_238400,372.2077286020398
199845_100669,122.36831155140398
199846_273378,228.19510520237722
199846_19705,139.6765939250309
199846_20499,112.0371792977191
199846_101984,139.6765939250309
199846_214726,228.19510520237722
199846_61792,228.19510520237722
199847_44444,228.19510520237722
199847_39446,288.67214142463865
199847_282901,420.95563348835526
199847_63072,228.19510520237722
199847_19595,67.89706020966041
199847_127769,473.8481708954154
199853_54037,86.56548715862299
199853_89981,314.5148505961918
199853_256134,228.19510520237722
199853_213546,122.36831155140398
199853_222196,136.05878016412876
199853_161111,420.3416442471651
199854_226277,74.17373634196117
199854_92910,270.0743499655723
199854_214592,130.51849516080455
199854_20999,228.19510520237722
199854_154755,228.19510520237722
199854_228397,228.19510520237722
199855_252693,229.2299913712808
199855_69487,228.19510520237722
199855_24631,228.19510520237722
199855_50032,229.2299913712808
199855_277150,175.08399843596942
199855_4836,493.6602183225797
199858_142462,104.2691894140923
199858_255065,135.59666075777568
199858_85596,228.19510520237722
199858_269486,536.2667290319498
199858_30595,260.2438550163349
199858_37731,151.58538826064031
199859_22400,228.19510520237722
199859_105128,484.4431347762594
