TrackId,Predictor
199810_208019,228.1951051837747
199810_74139,122.368311559674
199810_9903,228.1951052009945
199810_242681,228.19510519684923
199810_18515,47.29614100255626
199810_105760,251.84568903869456
199812_276940,228.19510520147824
199812_142408,493.2954122189178
199812_130023,561.9712622909129
199812_29189,86.56548715862124
199812_223706,171.8616045569082
199812_211361,228.1951052023748
199813_188441,146.0188953853553
199813_20968,19.261306492351597
199813_21571,260.2438550163304
199813_79640,251.84568903632805
199813_184173,94.33347704224931
199813_111874,19.261306492351597
199814_122375,228.1951052023748
199814_189043,178.83736164654601
199814_122429,228.1951052023748
199814_52519,228.1951052023748
199814_232332,314.5148505961864
199814_262193,178.83736164654601
199815_64345,95.36374558370878
199815_118841,228.1951052023748
199815_275682,599.1222058706984
199815_30062,305.5516058927204
199815_258473,416.861977806814
199815_129866,228.1951052023748
199816_274758,228.1951052023748
199816_102153,421.0938094009334
199816_183464,228.1951052023748
199816_23616,302.03866654358933
199816_81699,421.0938094009334
199816_46627,50.1933579541925
199817_83722,314.5148505961864
199817_200166,314.5148505961864
199817_148603,228.1951052023748
199817_88745,228.1951052023748
199817_144775,314.5148505961864
199817_222966,228.1951052023748
199818_141875,19.261306492351597
199818_290905,228.1951052023748
199818_59789,200.1602706932223
199818_283698,86.56548715862124
199818_106788,581.070965622979
199818_235999,260.2438550163304
199819_202308,228.1951052023748
199819_36793,23.45032450130047
199819_247549,228.1951052023748
199819_214280,228.1951052023748
199819_123424,228.1951052023748
199819_193003,110.21607099257456
199820_235240,260.2438550163304
199820_292341,228.1951052023748
199820_126082,68.86178490315208
199820_142163,4.389277341601763
199820_20067,260.2438550163304
199820_286335,4.389277341601763
199821_231569,86.56548715862124
199821_51933,228.1951052023748
199821_16949,146.0188953853553
199821_34642,228.1951052023748
199821_229894,146.0188953853553
199821_42811,228.1951052023748
199822_47402,433.13999163898103
199822_21317,419.5771753155532
199822_185734,228.1951052023748
199822_92685,175.08399843596726
199822_110099,76.77220656854783
199822_33495,229.8643436726828
199823_21593,86.56548715862124
199823_132124,439.02441663986974
199823_170625,32.48965569872314
199823_30365,98.98155934460992
199823_143570,9.037359643962352
199823_254625,9.037359643962352
199824_281826,348.76236629367634
199824_253265,175.08399843596726
199824_48891,348.76236629367634
199824_33980,41.22237027584182
199824_207963,269.54939129179724
199824_126528,228.1951052023748
199826_48808,4.389277341601763
199826_223958,228.1951052023748
199826_179298,228.1951052023748
199826_5121,228.1951052023748
199826_31975,86.56548715862124
199826_38775,86.56548715862124
199827_92599,228.1951052023748
199827_75369,19.261306492351597
199827_184197,366.0706486673029
199827_183841,366.0706486673029
199827_197936,401.87347306008394
199827_138391,122.36831155140194
199830_36027,163.7225976408247
199830_29249,163.7225976408247
199830_221237,163.7225976408247
199830_123579,163.7225976408247
199830_19694,282.777740498169
199830_255036,4.389277341601763
199838_6143,228.1951052023748
199838_24607,122.36831155140194
199838_95726,122.36831155140194
199838_46697,228.1951052023748
199838_256209,260.2438550163304
199838_266780,401.87347306008394
199839_7477,228.1951052023748
199839_266143,228.1951052023748
199839_291820,228.1951052023748
199839_196470,228.1951052023748
199839_263222,228.1951052023748
199839_225097,260.2438550163304
199844_77700,228.1951052023748
199844_138272,4.389277341601763
199844_140229,228.1951052023748
199844_43472,228.1951052023748
199844_118108,228.1951052023748
199844_81165,4.389277341601763
199845_189985,228.1951052023748
199845_31440,73.13885017305695
199845_169945,231.81556860802718
199845_95594,228.1951052023748
199845_238400,372.20772860203573
199845_100669,122.36831155140194
199846_273378,228.1951052023748
199846_19705,139.67659392502875
199846_20499,112.03717929771845
199846_101984,139.67659392502875
199846_214726,228.1951052023748
199846_61792,228.1951052023748
199847_44444,228.1951052023748
199847_39446,288.67214142463365
199847_282901,420.9556334883495
199847_63072,228.1951052023748
199847_19595,67.89706020966163
199847_127769,473.848170895409
199853_54037,86.56548715862124
199853_89981,314.5148505961864
199853_256134,228.1951052023748
199853_213546,122.36831155140194
199853_222196,136.05878016412765
199853_161111,420.3416442471595
199854_226277,74.17373634195926
199854_92910,270.0743499655689
199854_214592,130.51849516080313
199854_20999,228.1951052023748
199854_154755,228.1951052023748
199854_228397,228.1951052023748
199855_252693,229.2299913712768
199855_69487,228.1951052023748
199855_24631,228.1951052023748
199855_50032,229.2299913712768
199855_277150,175.08399843596726
199855_4836,493.6602183225735
199858_142462,104.2691894140904
199858_255065,135.5966607577738
199858_85596,228.1951052023748
199858_269486,536.2667290319441
199858_30595,260.2438550163304
199858_37731,151.58538826063827
199859_22400,228.1951052023748
199859_105128,484.443134776254
199859_2877,189.56530681237746
199859_51667,228.1951052023748
199859_289911,473.848170895409
199859_17,228.1951052023748
199861_192584,68.86178490315208
199861_56525,68.86178490315208
199861_94381,260.2438550163304
199861_249701,68.86178490315208
199861_127111,228.1951052023748
199861_77154,260.2438550163304
199862_80123,228.1951052023748
199862_108161,68.86178490315208
199862_179298,228.1951052023748
199862_280411,228.1951052023748
199862_196729,68.86178490315208
199862_225847,179.40690381195716
199863_222604,260.2438550163304
199863_126413,251.84568903632805
199863_144718,260.2438550163304
199863_241999,228.1951052023748
199863_184020,366.0706486673029
199863_249930,49.414543578835385
199866_142729,228.1951052023748
199866_117929,4.389277341601763
199866_252600,260.2438550163304
199866_125126,228.1951052023748
199866_46889,98.98155934460992
199866_291314,146.53070938311782
199868_24085,151.7018638566181
199868_80589,228.1951052023748
199868_79604,228.1951052023748
199868_218286,228.1951052023748
199868_122067,228.1951052023748
199868_257899,228.1951052023748
199873_8379,19.261306492351597
199873_217580,86.14855621926553
199873_65230,47.29614100150409
199873_65855,19.261306492351597
199873_241597,110.21607099257456
199873_187050,110.21607099257456
199876_257097,200.1602706932223
199876_277360,507.7002667110568
199876_69317,19.261306492351597
199876_47894,86.05367316085896
199876_102449,507.7002667110568
199876_267088,228.1951052023748
199880_266143,228.1951052023748
199880_224615,260.2438550163304
199880_154327,228.1951052023748
199880_14107,263.0866836571604
199880_22640,228.1951052023748
199880_133341,228.1951052023748
199882_146575,11.670744969489165
199882_192238,192.78770069143624
199882_109824,228.1951052023748
199882_125958,279.26342237835314
199882_79309,11.670744969489165
199882_42782,491.551873150878
199884_36155,228.1951052023748
199884_5444,200.1602706932223
199884_150640,490.8089152767855
199884_155463,507.7002667110568
199884_247800,260.2438550163304
199884_152366,86.56548715862124
199886_134307,228.1951052023748
199886_255399,228.1951052023748
199886_155743,136.48173156247222
199886_151269,260.2438550163304
199886_200432,228.1951052023748
199886_87913,95.91161313865868
199890_114634,96.78943400701051
199890_151926,86.56548715862124
199890_190001,86.56548715862124
199890_286440,122.36831155140194
199890_48289,228.1951052023748
199890_141713,19.261306492351597
199891_32135,68.86178490315208
199891_244657,163.7225976408247
199891_117789,228.1951052023748
199891_45103,228.1951052023748
199891_279606,419.5771753155532
199891_280110,228.1951052023748
199894_279067,96.9909599224151
199894_15811,65.53147106870826
199894_250006,114.62551656403666
199894_31746,390.73015401042034
199894_251949,104.2691894140904
199894_9592,135.5966607577738
199895_195551,260.2438550163304
199895_69797,419.5771753155532
199895_59891,86.56548715862124
199895_249919,228.1951052023748
199895_229468,445.41988448710595
199895_276415,86.56548715862124
199896_175151,146.0188953853553
199896_101756,228.1951052023748
199896_222456,368.2262240895041
199896_183890,526.9789931369978
199896_42748,228.1951052023748
199896_59296,228.1951052023748
199899_30902,146.0188953853553
199899_54300,228.1951052023748
199899_46394,228.1951052023748
199899_236744,146.0188953853553
199899_40880,228.1951052023748
199899_210352,4.389277341601763
199900_219739,228.1951052023748
199900_287949,228.1951052023748
199900_23822,4.389277341601763
199900_44210,228.1951052023748
199900_261886,4.389277341601763
199900_110099,228.1951052023748
199902_111243,282.777740498169
199902_124466,231.09232215506307
199902_263958,538.6323181728978
199902_249140,228.1951052023748
199902_298,228.1951052023748
199902_127445,231.09232215506307
199907_64481,146.0188953853553
199907_61826,146.0188953853553
199907_54636,86.56548715862124
199907_52391,228.1951052023748
199907_172050,146.0188953853553
199907_78355,86.56548715862124
199911_152843,228.1951052023748
199911_23252,122.36831155140194
199911_170920,195.63446944825793
199911_21878,177.54457302817116
199911_50179,228.1951052023748
199911_229538,203.38728219972378
199912_252021,228.1951052023748
199912_125831,85.75321013823836
199912_233293,214.96675599600334
199912_286721,228.1951052023748
199912_87357,210.4914029469058
199912_188926,228.1951052023748
199914_284745,163.7225976408247
199914_137479,228.1951052023748
199914_94531,163.7225976408247
199914_295555,163.7225976408247
199914_262472,228.1951052023748
199914_78278,228.1951052023748
199915_118642,228.1951052023748
199915_252839,228.1951052023748
199915_232361,4.389277341601763
199915_11535,439.02441663986974
199915_266171,27.659472472353702
199915_29554,260.2438550163304
199918_251164,260.2438550163304
199918_114265,86.56548715862124
199918_103426,86.56548715862124
199918_138333,260.2438550163304
199918_150958,228.1951052023748
199918_242417,401.87347306008394
199920_237580,260.2438550163304
199920_138590,228.1951052023748
199920_77933,401.87347306008394
199920_247578,9.037359643962352
